Date,Open.x,High.x,Low.x,Close.x,Open.y,High.y,Low.y,Close.y
22/04/2003,2898.36,2965.21,2843.8,2960.96,2916.17,2922.42,2861.63,2914.6
23/04/2003,2968.8,3000.76,2932.73,2974.4,2971.07,3000.91,2945.06,2962.67
24/04/2003,2967.62,2969.95,2881.04,2891.62,2936.29,2985.92,2898.38,2903.04
25/04/2003,2892.46,2909.14,2828.84,2838.23,2904.69,2927.67,2861.86,2866.74
28/04/2003,2834.46,2953.92,2821.35,2953.92,2858.83,2956.07,2853.23,2949.57
29/04/2003,2958.12,3004.79,2908.96,2908.96,2980.86,3015.42,2940.8,2940.8
30/04/2003,2914.47,2967.08,2914.02,2942.04,2946.26,2986.27,2930.09,2953.67
02/05/2003,2938.72,2986,2888.46,2986,2945.41,2963.12,2904.7,2963.12
05/05/2003,2991.74,3039.26,2978.71,3013.04,2992.51,3035.6,2991.33,2996.22
06/05/2003,3002.4,3066.95,2977.62,3066.95,2998.36,3057.56,2980.81,3057.56
07/05/2003,3063.41,3068.08,2992.79,3005.64,3053.82,3070.62,3015.6,3023.96
08/05/2003,3005.12,3016.57,2884.51,2886.08,3017.98,3035.59,2929.07,2939.17
09/05/2003,2892.63,2956.59,2861.7,2956.59,2942.74,2967.89,2902.32,2967.89
12/05/2003,2961.14,2972.72,2871.61,2937.26,2992.66,3003.62,2922.14,2962.63
13/05/2003,2941.57,2951.99,2883.31,2909.95,2970.68,2980.78,2938.4,2963.63
14/05/2003,2906.95,2960.23,2888.2,2926.03,2958.14,3016.56,2952.66,2961.83
15/05/2003,2926.79,2989.38,2902.52,2989.38,2964.89,3006.58,2942.67,2995.98
16/05/2003,2987.45,3029.49,2952.18,2989.08,2997.59,3036.27,2966.57,2994.87
19/05/2003,2976.38,2976.38,2841.02,2850.68,2932.98,2932.98,2861.08,2867.29
20/05/2003,2848.19,2875.4,2820.41,2838.93,2866.25,2890.14,2829.88,2877.26
21/05/2003,2841.33,2853.04,2773.77,2827.25,2876.45,2881.44,2814.34,2881.2
22/05/2003,2826.47,2865.21,2817.63,2865.21,2886.05,2905.95,2876.82,2903.27
23/05/2003,2867.1,2886.07,2804.13,2822.83,2930.64,2930.99,2861.77,2897.16
26/05/2003,2821.54,2855.28,2812.4,2828.28,2883.79,2926.05,2881.07,2885.52
27/05/2003,2827.66,2875.14,2769.45,2873.6,2880.1,2903.72,2826.81,2891.47
28/05/2003,2885.53,2958.21,2885.53,2919.54,2931.01,2956.02,2907.3,2949.61
29/05/2003,2914.18,2968.43,2897.1,2906.71,2934.78,2985.85,2929.39,2969.18
30/05/2003,2907.73,2997.62,2906.42,2982.68,2939.33,3012.92,2934.86,2991.75
02/06/2003,2990.93,3066.04,2990.93,3064.56,3018.66,3048.32,2990.32,3048.32
03/06/2003,3062.86,3062.86,3003.16,3026.82,3017,3039.41,3002.99,3039.41
04/06/2003,3030.29,3099.82,3020.16,3080.02,3049.04,3079.91,3026.15,3063.85
05/06/2003,3086.65,3106.27,3020.46,3039.76,3075.77,3085.82,3010.68,3034.07
06/06/2003,3054.99,3146.91,3054.99,3127.46,3039.78,3112.78,3039.78,3093.21
09/06/2003,3124.59,3132.76,3075.19,3094.76,3074.99,3088.04,3044,3055.23
10/06/2003,3088.61,3149.44,3076.77,3140.34,3047.02,3090.1,3042.97,3083.85
11/06/2003,3145.52,3191.33,3133.65,3178.15,3103.04,3130.85,3088.97,3121.9
12/06/2003,3180.61,3253.7,3180.61,3219.47,3137.06,3170.73,3135.57,3152.16
13/06/2003,3220.82,3246.14,3157.29,3168.71,3143.99,3160.11,3098.7,3108.94
16/06/2003,3156.8,3264.5,3122.4,3264.5,3095.96,3177.43,3077.14,3174.49
17/06/2003,3276.16,3321.5,3264.1,3286.48,3213.03,3224.32,3179.37,3200.75
18/06/2003,3280.04,3316.07,3263.33,3304.15,3199.12,3228.6,3178.65,3213.93
19/06/2003,3304.24,3324.44,3217.46,3247.11,3219.4,3220.87,3156.55,3164.91
20/06/2003,3237.23,3267.67,3218.05,3238.98,3125.94,3198.68,3125.94,3190.11
23/06/2003,3236.96,3246.25,3173.18,3186.39,3164.34,3176.14,3112.97,3119.24
24/06/2003,3185.18,3228.37,3165.25,3217.34,3122.09,3129.88,3089.27,3103.34
25/06/2003,3217.23,3237.48,3180.03,3198.82,3115.23,3131.65,3083.46,3108.7
26/06/2003,3194.98,3246.67,3157.7,3241.22,3071.19,3129.37,3071.19,3103.46
27/06/2003,3251.87,3263.12,3207.13,3224.66,3122.07,3128.44,3089.06,3109.02
30/06/2003,3228.81,3271.31,3181.76,3220.58,3094.82,3137.19,3084.1,3084.1
01/07/2003,3217.21,3217.21,3119.35,3146.55,3085.59,3098.13,3008.72,3013
02/07/2003,3148.1,3243.04,3148.1,3241.04,3056.9,3087.75,3049.36,3079.07
03/07/2003,3237.05,3261.58,3196.73,3241.92,3093.1,3105.76,3054.63,3092.09
04/07/2003,3237.8,3243.73,3213.61,3239.61,3077.75,3091.24,3072.4,3072.4
07/07/2003,3244.94,3359.01,3244.94,3332.87,3097.92,3182.19,3097.38,3182.19
08/07/2003,3335,3363.43,3308.79,3344.46,3169.35,3203.35,3148,3177.97
09/07/2003,3343.13,3358.06,3299.74,3322.43,3177.2,3190.52,3131.85,3139.93
10/07/2003,3322.04,3322.04,3255.89,3269.84,3121.31,3135.35,3091.18,3098.28
11/07/2003,3264.58,3332.12,3245.45,3326.51,3080.47,3140,3076.35,3138.27
14/07/2003,3335.12,3404.47,3333.97,3396.07,3153.44,3202.15,3141.85,3190.23
15/07/2003,3391.84,3429.89,3372.5,3384.69,3175.89,3206.03,3169.37,3179.33
16/07/2003,3385.18,3430.76,3358.68,3387.64,3186.85,3199.4,3144.32,3150.72
17/07/2003,3384.86,3384.86,3312.9,3330.68,3139.38,3144.96,3102.38,3129.37
18/07/2003,3328.91,3378.14,3328.06,3366.71,3128.87,3156.82,3119.08,3129.21
21/07/2003,3370.07,3390.61,3281.06,3287,3157.76,3157.76,3072.32,3081.06
22/07/2003,3295.34,3321.88,3254.19,3318.15,3088.31,3093.79,3060.5,3092.62
23/07/2003,3323.7,3338.77,3277.24,3304.48,3100.44,3114.4,3080.04,3089.41
24/07/2003,3305.81,3377.59,3281.95,3374.82,3069.36,3158.04,3069.21,3156.86
25/07/2003,3367.71,3371.93,3313.56,3356.89,3118.06,3136.34,3097.2,3109.32
28/07/2003,3360.67,3425.45,3360.67,3417.77,3142.3,3180.9,3138.51,3164.93
29/07/2003,3417.51,3452.18,3373.63,3428.12,3155.53,3188.7,3128.64,3142.39
30/07/2003,3418.49,3449.21,3395.74,3429.03,3132.72,3183.03,3131.85,3172.51
31/07/2003,3432.75,3487.86,3399.86,3487.86,3189.28,3220.55,3155.47,3210.27
01/08/2003,3481.81,3481.81,3403.03,3438.89,3200.81,3219.15,3158.6,3169.63
04/08/2003,3433.72,3464.6,3363.95,3405.31,3164.01,3206.18,3126.19,3142
05/08/2003,3414.1,3454.76,3399.2,3438.36,3167.85,3203.42,3150.88,3187.61
06/08/2003,3427.49,3427.49,3318.16,3375.66,3154.06,3158.5,3119.63,3126.15
07/08/2003,3370.5,3370.5,3299.77,3331.89,3156.61,3156.61,3105.37,3130.56
08/08/2003,3339.87,3367.17,3309.22,3332.24,3145.87,3189.68,3133.6,3165.49
11/08/2003,3333.07,3361.67,3309.85,3339.58,3184.37,3200.35,3168.93,3188.32
12/08/2003,3342.59,3399.76,3342.59,3381.71,3201.89,3223.41,3190.88,3208.23
13/08/2003,3388.55,3428.98,3376.3,3398.89,3232.29,3237.18,3198.53,3208.06
14/08/2003,3398.13,3452.7,3379.5,3452.7,3217.88,3261.7,3197.03,3261.7
15/08/2003,3449.56,3470.53,3434.23,3443.93,3266.24,3298.82,3262.5,3279.21
18/08/2003,3447.58,3507.23,3447.58,3507.23,3301.25,3301.25,3261.44,3301.08
19/08/2003,3511.05,3545.08,3486.44,3504.53,3315.67,3323.89,3291.25,3310.7
20/08/2003,3507.25,3515.17,3461.38,3501.23,3304.48,3304.48,3264.27,3280.34
21/08/2003,3501.41,3565.47,3501.41,3565.47,3294.63,3330.81,3294.63,3306.42
22/08/2003,3563.3,3588.53,3534.42,3549.05,3297.52,3347.55,3297.52,3328.99
25/08/2003,3547.65,3547.65,3489.77,3500.09,3310.31,3311.73,3284.27,3291.36
26/08/2003,3498.89,3532.24,3438.86,3455.48,3303.01,3317.05,3249.88,3256.69
27/08/2003,3462.16,3493.46,3451.81,3483.08,3279.53,3284.7,3261.83,3280.02
28/08/2003,3486.37,3530.14,3465.68,3492.67,3290.11,3336.01,3280.16,3322.95
29/08/2003,3510.32,3531.8,3479.92,3484.58,3336.99,3353.94,3311.1,3311.42
01/09/2003,3493.34,3577.87,3493.34,3571.22,3335.54,3373.21,3335.54,3358.52
02/09/2003,3570.09,3588.46,3536.26,3567.2,3368.58,3376.77,3342.27,3363.93
03/09/2003,3570.25,3656.67,3570.25,3647.51,3399.19,3435.79,3393.67,3422.78
04/09/2003,3638.92,3671.42,3628.95,3668.67,3420.57,3432.8,3394.45,3410.69
05/09/2003,3671.93,3676.88,3597.59,3607.71,3408.93,3422.23,3370.99,3392.75
08/09/2003,3612.85,3656.62,3612.39,3641.53,3385.66,3417.69,3381.85,3409.72
09/09/2003,3645.88,3670.3,3583.37,3594.4,3430.93,3431.37,3364.05,3375.26
10/09/2003,3586.8,3586.8,3524.17,3536.87,3364.07,3364.88,3324.4,3328.71
11/09/2003,3525.5,3566.85,3495.11,3566.85,3309.44,3359.64,3305.77,3348.25
12/09/2003,3564.55,3573.2,3473.79,3508.06,3364.95,3375.64,3301.54,3322.56
15/09/2003,3512.28,3547.33,3506.38,3516.31,3336.59,3361.19,3332.94,3338.36
16/09/2003,3522.81,3568.68,3508.87,3564.75,3344.09,3386.65,3333.54,3386.41
17/09/2003,3573.29,3613.22,3551.81,3561.03,3408.71,3423.09,3393.48,3393.93
18/09/2003,3562.88,3623.61,3554.01,3612.02,3394.73,3415.07,3376.92,3415.01
19/09/2003,3617.13,3629.59,3578.7,3578.7,3422.85,3424.26,3367.14,3373.64
22/09/2003,3578.16,3578.16,3456.27,3456.27,3334.62,3336.65,3269.53,3282.95
23/09/2003,3459.4,3483.77,3396.32,3411.02,3290.62,3298.75,3241.32,3266.04
24/09/2003,3414.66,3450.94,3285.98,3307.34,3284.81,3300.01,3262.21,3263.78
25/09/2003,3305.54,3361.83,3301.39,3326.27,3220.9,3243.69,3209.88,3230.54
26/09/2003,3325.76,3345.14,3275.54,3324.85,3209.77,3231.2,3177.96,3216.76
29/09/2003,3324,3364.58,3280.1,3323.38,3215.66,3243.2,3175.03,3188.71
30/09/2003,3317.59,3330.22,3202.87,3256.78,3191.93,3208.65,3110.93,3134.99
01/10/2003,3255.76,3329.83,3217.4,3329.83,3137.1,3191.01,3122.36,3191.01
02/10/2003,3330.94,3354.64,3267.99,3276.64,3219.61,3228.41,3182.43,3192.94
03/10/2003,3283.38,3439.89,3283.38,3419,3202.09,3299.88,3197.57,3296.36
06/10/2003,3414.06,3416.75,3379.53,3404.91,3291.85,3297.17,3271.37,3281.36
07/10/2003,3407.72,3409.22,3332.82,3355.78,3290.35,3290.96,3229.34,3254.75
08/10/2003,3357.7,3432.09,3342.91,3395.33,3244.66,3292.83,3233.74,3248.61
09/10/2003,3395.03,3491.2,3389.14,3481.9,3266.82,3324.99,3245.08,3324.99
10/10/2003,3479.22,3512.21,3455.96,3471.25,3329.79,3345.36,3294.39,3306.12
13/10/2003,3480.13,3554.53,3480.13,3538.39,3313.92,3367.55,3313.92,3360.34
14/10/2003,3543.17,3567.12,3504.46,3538.13,3380.14,3380.14,3336.26,3344.9
15/10/2003,3542.25,3606,3540.84,3570.58,3369.75,3403.76,3360.8,3374.98
16/10/2003,3568.72,3594.96,3524.1,3577.72,3361.82,3393.63,3347.23,3357.49
17/10/2003,3577.64,3593.75,3510.81,3516.67,3379.44,3395.16,3344.93,3353.72
20/10/2003,3520.54,3566.64,3496.57,3559.33,3339.29,3374.87,3334.4,3358.8
21/10/2003,3567.35,3593.5,3536.8,3580.08,3388.32,3395.79,3352.07,3363.3
22/10/2003,3560.93,3571.3,3488.75,3490.6,3358.66,3370.81,3297,3302.7
23/10/2003,3486.91,3502.95,3423.34,3497.14,3255.27,3283.36,3239.05,3264.29
24/10/2003,3495.21,3495.21,3439.09,3452.64,3264.78,3277.31,3249.47,3266.27
27/10/2003,3459.07,3529.43,3459.07,3517.1,3283.82,3321.38,3279.22,3306.59
28/10/2003,3531.98,3600.75,3531.98,3586.93,3316.81,3353.96,3316.81,3352.15
29/10/2003,3597.52,3627.18,3583.79,3615.42,3387.06,3389.21,3349.83,3366.95
30/10/2003,3620,3675.78,3583.47,3639.66,3365.14,3417.64,3346.85,3387.36
31/10/2003,3639.36,3657.62,3612.67,3655.99,3378.39,3378.39,3352.82,3373.2
03/11/2003,3657.61,3750.25,3651.77,3744.5,3381.98,3442.25,3377.23,3439.07
04/11/2003,3742.53,3768.54,3724.21,3741.71,3432.82,3448.61,3407.17,3424.81
05/11/2003,3737.32,3745.18,3690.87,3717.7,3404.55,3421.41,3384.82,3393.25
06/11/2003,3719.85,3759.87,3683.46,3733.93,3403.86,3436.07,3372.18,3412.18
07/11/2003,3744.41,3814.21,3744.41,3782.56,3434.62,3472.83,3434.29,3453.13
10/11/2003,3778.27,3789.29,3737.25,3746.24,3426.31,3458.47,3420.94,3425.19
11/11/2003,3739.47,3739.47,3699.99,3729.87,3402.25,3411.7,3388.12,3406.05
12/11/2003,3730.14,3754.35,3696.95,3748.34,3400.85,3421.88,3391.19,3411.05
13/11/2003,3756.3,3813.2,3739.25,3765.59,3444.26,3449.8,3401.58,3412.55
14/11/2003,3752.18,3812.9,3746.91,3797.4,3403.65,3461.35,3403.65,3448.6
17/11/2003,3792.89,3792.89,3664.95,3674.54,3396.03,3406.53,3355.86,3359.3
18/11/2003,3693.08,3715.88,3644.96,3666.28,3386.63,3386.63,3343.06,3352.92
19/11/2003,3659.97,3659.97,3594.61,3652.29,3311.74,3350.11,3298.26,3343.38
20/11/2003,3663.63,3671.38,3576.52,3638.04,3369.47,3369.47,3287.93,3324.39
21/11/2003,3637.62,3658.22,3619.92,3642.25,3318.44,3366.12,3317.66,3366.12
24/11/2003,3642.7,3743.37,3642.7,3737.09,3372.35,3419.18,3369.58,3412.05
25/11/2003,3744.47,3767.92,3727.8,3733.16,3418.17,3437.2,3414.16,3418.15
26/11/2003,3731.29,3786.37,3712.98,3712.98,3421.2,3450.15,3409.56,3415.19
27/11/2003,3741.63,3756.11,3729.18,3744.99,3425.15,3437.82,3416.66,3431.66
28/11/2003,3748.23,3771.1,3692.01,3745.95,3429.98,3442.76,3396.59,3424.79
01/12/2003,3752.72,3829.46,3752.72,3821.2,3450.66,3490.75,3440.72,3490.26
02/12/2003,3821.64,3838.09,3788.93,3809.26,3491.44,3506.97,3462.45,3471.86
03/12/2003,3808.3,3875.66,3801.76,3875.66,3467.33,3511.28,3466.08,3501.93
04/12/2003,3871.5,3894.82,3848.02,3874.78,3490.26,3505.28,3477.31,3496.55
05/12/2003,3856.48,3874.55,3813.6,3841.73,3481.21,3491.8,3442.37,3457.14
08/12/2003,3834.89,3834.89,3778.73,3806.54,3432.78,3439.57,3417.56,3434.91
09/12/2003,3812.92,3878.45,3812.92,3846.18,3459.83,3478.57,3451.18,3456.12
10/12/2003,3841.87,3847.93,3798,3820.92,3449.06,3456.17,3419.77,3438.85
11/12/2003,3833.22,3864.34,3826.93,3858.85,3449.98,3469.11,3441.01,3467.9
12/12/2003,3864.59,3904.43,3847.63,3860.13,3482.28,3500.53,3456.02,3470.6
15/12/2003,3866.92,3930.26,3866.92,3875.47,3521.64,3522.45,3487.13,3490.42
16/12/2003,3862.82,3878.63,3835.94,3865.98,3468.21,3499.47,3462.31,3486.6
17/12/2003,3870.16,3880.07,3840.96,3847.57,3494.23,3494.37,3461.83,3479.87
18/12/2003,3847.32,3878.89,3823.71,3870.88,3465.49,3508.54,3465.49,3503.21
19/12/2003,3881.97,3907.91,3876.44,3898.42,3517.71,3525.8,3488.53,3502.04
22/12/2003,3891.67,3909.41,3870.56,3876.94,3476,3516.54,3476,3496.06
23/12/2003,3884.1,3913.26,3884.1,3903.34,3508.65,3514.8,3490.49,3500.09
29/12/2003,3907.57,3957.23,3907.57,3952.72,3508.39,3521.97,3508.39,3520.79
30/12/2003,3957.93,3996.28,3957.93,3965.16,3539.57,3550.67,3524.58,3529.18
02/01/2004,3969.04,4022.96,3969.04,4018.5,3563.39,3597.02,3554.57,3596.8
05/01/2004,4019.94,4040.98,4001.49,4035.9,3591.72,3609.6,3579.31,3608.29
06/01/2004,4038.42,4047.03,4003.48,4035.44,3612.87,3612.87,3583.8,3595.82
07/01/2004,4039.65,4050.99,3985.95,4004.4,3608.67,3609.35,3557.51,3563.51
08/01/2004,4013.15,4070.47,4013.15,4045.43,3584.25,3615.83,3583.81,3592.73
09/01/2004,4059.1,4073.33,3982.83,4016.18,3610.02,3614.46,3548.18,3574.8
12/01/2004,4010.05,4010.05,3980.19,3995.91,3564.84,3571.36,3548.22,3560.1
13/01/2004,4006.85,4033.67,3990.61,3996.22,3579.86,3609.64,3570.42,3576.18
14/01/2004,3993.33,4056.23,3980.33,4055.21,3577.04,3617.52,3567.49,3612.55
15/01/2004,4047.63,4081.62,4026.91,4068.75,3604.11,3635.57,3593.29,3626.97
16/01/2004,4090.8,4122.93,4090.8,4111.64,3639.69,3681.79,3639.69,3671.8
19/01/2004,4111.89,4151.72,4111.89,4139.92,3677.73,3699.47,3672.46,3689.97
20/01/2004,4141.33,4156.08,4101.54,4106.41,3687.28,3694,3657.15,3660.19
21/01/2004,4109.64,4138.04,4099.47,4138.04,3654.83,3676.38,3650.86,3676.38
22/01/2004,4144.04,4171.49,4129.23,4139.86,3703.23,3713.83,3689.39,3695.6
23/01/2004,4140.76,4164.26,4130.86,4151.83,3700.53,3707.81,3684.99,3693.36
26/01/2004,4152.09,4152.09,4116.07,4128.68,3693.29,3693.29,3670.07,3675.72
27/01/2004,4141.86,4175.48,4129.12,4134.42,3711.44,3724.29,3695.75,3697.42
28/01/2004,4124.49,4157.18,4105.97,4150.24,3675.6,3714.45,3675.3,3706.79
29/01/2004,4117.58,4126.64,4092.05,4095.71,3674.9,3684.78,3656.19,3662.3
30/01/2004,4106.65,4116.52,4048.52,4058.6,3684.69,3688.34,3638.44,3638.44
02/02/2004,4062.79,4087.21,4046.3,4071.6,3660.29,3676.64,3651.84,3665.02
03/02/2004,4074.42,4075.8,4019,4057.51,3667.77,3672.59,3623.29,3638.21
04/02/2004,4050.08,4050.08,4008.8,4028.37,3615.64,3625.38,3602.94,3607.57
05/02/2004,4025.4,4054.93,4009.56,4014.79,3596.22,3638.57,3594.71,3610.31
06/02/2004,4015.02,4053.02,4007.87,4044.99,3613.34,3631.64,3596.61,3624.72
09/02/2004,4051.36,4102.46,4051.36,4098.97,3637.29,3679.67,3637.29,3663.73
10/02/2004,4100.75,4114.78,4083.33,4110.8,3660.36,3669.74,3643.25,3668.45
11/02/2004,4111.89,4125.59,4101.14,4122.16,3672.59,3687.2,3664.12,3677.85
12/02/2004,4138.17,4150.56,4106.31,4121.65,3689.64,3698.67,3665.41,3681.56
13/02/2004,4121.45,4130.75,4047.92,4057.05,3674.43,3686.06,3644.32,3649.34
16/02/2004,4054.96,4070.46,4040.49,4070.46,3655.73,3678.07,3649.76,3678.07
17/02/2004,4073.77,4099.8,4070.65,4095.86,3681.86,3710.82,3681.86,3703.82
18/02/2004,4096.73,4111.5,4085.29,4095.34,3714.09,3717.33,3699.28,3709.02
19/02/2004,4099.92,4147.34,4099.92,4141.53,3718.78,3761.33,3715.98,3759.32
20/02/2004,4124.51,4135.55,4055.56,4073.35,3749.68,3765.66,3720.99,3733.28
23/02/2004,4074.11,4106.08,4065.25,4068.71,3741.48,3757.14,3727.86,3731.15
24/02/2004,4067.91,4067.91,3967.87,3991.42,3729.76,3734.5,3666.88,3683.44
25/02/2004,3993.3,4008.03,3960.41,3995.34,3692.18,3710.42,3674.17,3702.63
26/02/2004,4008.39,4019.31,3973.8,4007.81,3722.18,3725.08,3700.92,3714.49
27/02/2004,4027.36,4052.58,4017.91,4018.16,3736.34,3760.06,3725.44,3725.44
01/03/2004,4026.19,4061.1,4026.19,4054.43,3735.3,3755.72,3733.45,3748.87
02/03/2004,4057.08,4101.06,4057.08,4100.34,3767.83,3785.36,3758.99,3785.36
03/03/2004,4088.89,4096.41,4058.11,4071.7,3773.83,3782.17,3742.52,3758.51
04/03/2004,4077.31,4138.85,4077.31,4133.78,3772.13,3778.46,3754.73,3776.94
05/03/2004,4136.79,4151.84,4090.9,4126.14,3776.63,3789.33,3729.98,3761.11
08/03/2004,4131.34,4163.19,4131.34,4145.99,3772.75,3785.58,3769.52,3781.38
09/03/2004,4143.98,4143.98,4077.03,4087.55,3759.19,3767.13,3728.7,3737.03
10/03/2004,4077.64,4077.64,4024.81,4044.7,3717.93,3761.25,3713.66,3758.09
11/03/2004,4040.51,4040.51,3875.59,3904.95,3712.17,3712.17,3618.02,3646.43
12/03/2004,3879.63,3920.41,3824.54,3915.38,3597.95,3667.64,3569.73,3661.78
15/03/2004,3908.61,3909.87,3807.94,3810.76,3652.1,3663.22,3565.81,3573.84
16/03/2004,3810.88,3851.01,3775.11,3822.37,3572.39,3600.77,3543.11,3588.04
17/03/2004,3828.26,3902.85,3828.26,3896.79,3602.93,3660.04,3597.39,3656.04
18/03/2004,3898.38,3902.74,3821.88,3827.43,3648.57,3653.57,3585.07,3589.98
19/03/2004,3838.38,3863.01,3805.15,3819.15,3623.9,3625.45,3592.82,3613.28
22/03/2004,3802.53,3802.53,3696.18,3729.23,3580.43,3581.7,3512.68,3539.22
23/03/2004,3722.95,3772.84,3715.41,3728.82,3531.6,3568.03,3525.12,3539.91
24/03/2004,3732.3,3758.44,3692.4,3726.07,3538.32,3562.66,3489.53,3518.45
25/03/2004,3729.76,3811.92,3729.76,3811.92,3542.17,3579.34,3537.43,3570.4
26/03/2004,3834.85,3849.99,3802.23,3822.33,3602.66,3606.86,3577.5,3592.39
29/03/2004,3828.04,3886.36,3823.67,3881.25,3594.42,3640.61,3584.6,3634.18
30/03/2004,3880.4,3883.66,3845.57,3874.04,3628.91,3633.59,3602.59,3620.1
31/03/2004,3876.47,3901.05,3840.11,3856.7,3632.12,3659.95,3617.73,3625.23
01/04/2004,3858.34,3928.63,3857.04,3924.85,3647.96,3673.06,3624.19,3669.98
02/04/2004,3924.48,4008.08,3921.5,4007.6,3674.9,3751.93,3669.31,3739.91
05/04/2004,4015.23,4059.08,4006.47,4048.6,3753.19,3794.2,3747.5,3781.2
06/04/2004,4064.75,4065.71,4010.73,4022.81,3766.67,3785.63,3742.76,3746.11
07/04/2004,4023.71,4048.61,4000.44,4001.16,3752.78,3769.23,3727.23,3734.56
08/04/2004,4030.56,4058.29,4004.57,4013.53,3756.63,3765.95,3731.79,3740.11
13/04/2004,4016.09,4094.23,4016.09,4071.42,3765.8,3794.25,3764.55,3774.69
14/04/2004,4058.91,4058.91,3970.02,4012.77,3745.74,3751.01,3696.81,3731.43
15/04/2004,4011.27,4034.32,3989.21,4004.61,3719.46,3747.47,3713.84,3722.76
16/04/2004,4004.61,4043.53,3986.62,4033.98,3721.85,3754.55,3721.85,3751.59
19/04/2004,4033,4040.68,3995.59,4025.07,3741.95,3754.96,3721.98,3743.43
20/04/2004,4034.28,4083.27,4034.28,4061.13,3767.4,3789.25,3765.32,3773.43
21/04/2004,4050.47,4055.26,4013.3,4026.15,3733.69,3758.51,3729.89,3743.15
22/04/2004,4043.37,4062.83,4002.45,4059.15,3761.84,3785.95,3737.11,3785.55
23/04/2004,4080.37,4129.14,4080.37,4103.62,3808.92,3829.22,3808.92,3811.43
26/04/2004,4105.97,4156.89,4105.97,4125.83,3790.14,3831.54,3785.02,3785.55
27/04/2004,4124.69,4151.08,4112.86,4134.1,3787.31,3801.48,3777.54,3782.09
28/04/2004,4130.49,4133.86,4062.59,4065.74,3779.15,3781.44,3722.59,3722.59
29/04/2004,4051.25,4061.95,3987,4008.91,3717.42,3723.66,3667.25,3689.39
30/04/2004,3998.53,4008.07,3968.86,3985.21,3680.65,3696.3,3661.91,3674.28
03/05/2004,3972.88,4011.44,3945.52,4007.65,3652.3,3709.56,3651.95,3705.48
04/05/2004,4002.28,4018.71,3976.21,3990.75,3702.48,3712.52,3673.24,3700.79
05/05/2004,3975.66,4029.32,3964.29,4022.1,3684.63,3734.69,3681.59,3729.38
06/05/2004,4011.83,4012.92,3900.51,3909.46,3700.06,3719.85,3655.14,3655.14
07/05/2004,3909.61,3923.16,3852.9,3895.64,3655.37,3666.1,3623.6,3653.18
10/05/2004,3894.98,3894.98,3776.36,3784.61,3593.3,3598.25,3553.35,3553.35
11/05/2004,3790.71,3850.52,3790.71,3849.84,3570.35,3608.05,3570.35,3606.41
12/05/2004,3846.69,3851.74,3769.88,3776.24,3613.44,3613.53,3563.85,3564.34
13/05/2004,3781.75,3827.03,3779.75,3824.93,3591.15,3614.24,3578.54,3614.24
14/05/2004,3824.55,3833.02,3769.59,3803.1,3603.98,3621.48,3575.36,3603.26
17/05/2004,3801.47,3801.47,3710.02,3754.37,3553.07,3557.68,3520.61,3553.02
18/05/2004,3756.86,3796.73,3754.06,3789.24,3570.68,3572.93,3542.72,3569.14
19/05/2004,3799.43,3883.15,3799.43,3872.26,3598.02,3652.49,3597,3643.32
20/05/2004,3855.63,3855.63,3812.04,3839.32,3615.39,3619.46,3594.51,3609.97
21/05/2004,3842.24,3869.2,3808.6,3831.84,3627.08,3639.57,3591.48,3607.02
24/05/2004,3842.41,3901.48,3842.41,3867.84,3605,3644.2,3593.59,3628.82
25/05/2004,3859.64,3859.64,3809.98,3828.07,3611.19,3621.3,3598.31,3610.53
26/05/2004,3830.72,3901.31,3830.72,3867.52,3664.15,3668.04,3640.1,3659.92
27/05/2004,3872.03,3926.62,3872.03,3913.33,3670.47,3694.82,3668.93,3679.37
28/05/2004,3921.89,3940.71,3892.31,3902.72,3689.86,3696.69,3652.03,3652.03
31/05/2004,3904.39,3927.95,3898.4,3921.41,3645.82,3677.73,3644.62,3669.63
01/06/2004,3924.3,3929.88,3856.04,3864.18,3668.14,3669.17,3613.42,3624.47
02/06/2004,3868.94,3917.73,3868.94,3888.31,3641.63,3673.71,3636.31,3646.23
03/06/2004,3890.27,3917.66,3870.84,3917.08,3642.87,3654.37,3618.23,3654.37
04/06/2004,3917.8,3973.57,3913.77,3961.93,3665,3704.64,3654.6,3698.87
07/06/2004,3973.45,4025.08,3973.45,4017.81,3711.99,3729.52,3706.46,3722.23
08/06/2004,4021.79,4040.77,4003.12,4018.95,3738.11,3738.12,3711.51,3723.46
09/06/2004,4024.39,4036.46,3990.64,3997.76,3722.3,3735.02,3695.07,3699.29
10/06/2004,3997.21,4027.4,3992.53,4021.64,3691.92,3716.77,3691.92,3711.38
11/06/2004,4017.45,4019.38,3993.27,4014.56,3708.56,3708.56,3686.43,3699.38
14/06/2004,4008.61,4008.61,3939.17,3948.65,3689.4,3695.99,3636.76,3647.1
15/06/2004,3946.17,3995.43,3933.12,3987.3,3650.92,3694.91,3640.8,3683.43
16/06/2004,3991.08,4014.81,3991.08,4003.24,3695.04,3720.25,3692.6,3714.5
17/06/2004,3996.98,4018.6,3971.77,3985.46,3704.99,3736.2,3704.99,3718.08
18/06/2004,3976.3,4004.86,3966.22,3999.79,3709.2,3744.17,3699.99,3740.9
21/06/2004,4008.5,4029.11,3977.8,3989.31,3753.3,3756.32,3726.21,3740.28
22/06/2004,3985.42,3985.42,3916.42,3928.39,3731.69,3732.48,3693.8,3700.32
