"Date","Open.x","High.x","Low.x","Close.x","Open.y","High.y","Low.y","Close.y","tr","atr","diff","diff_mx","diff_mn","st5","diff_MA","diff_MAD"
2010-03-08,74.49,74.88,74.15,74.64,66.77,66.79,66.23,66.48,0.72999999999999,1.23541774975126,8.16,8.16,7.67999999999999,100,7.84,0.319999999999997
2010-03-09,74.3,74.91,74,74.3,66.32,67.19,66.22,66.78,0.909999999999997,1.21217362476903,7.52,8.16,7.52,0,7.78,-0.260000000000004
2010-03-10,74.14,74.33,73.25,73.96,67.16,67.42,66.78,67.22,1.08,1.20273265157124,6.73999999999999,8.16,6.73999999999999,0,7.59,-0.850000000000005
2010-03-11,74.07,74.09,73.55,73.99,67.39,67.56,66.98,67.22,0.540000000000006,1.15539460503044,6.77,8.16,6.73999999999999,2,7.4,-0.630000000000004
2010-03-12,74.17,74.24,73.51,73.72,67.58,67.58,66.5,66.8,0.72999999999999,1.12500927609969,6.92,8.16,6.73999999999999,13,7.22,-0.299999999999998
2010-03-15,73.51,73.63,72.85,73.57,66.67,66.69,65.9,66.3,0.870000000000005,1.10679432780685,7.27,7.52,6.73999999999999,68,7.04,0.229999999999996
2010-03-16,73.9,74.12,73.41,73.98,66.55,66.68,66,66.57,0.710000000000008,1.07845187582065,7.41000000000001,7.41000000000001,6.73999999999999,100,7.02,0.390000000000011
2010-03-17,74.18,75.06,74.16,74.67,66.91,67.79,66.8,67.36,1.08,1.07856245611918,7.31,7.41000000000001,6.77,84,7.14,0.170000000000003
2010-03-18,74.85,75.07,74.24,74.76,67.5,67.74,67.01,67.39,0.829999999999998,1.06080799496781,7.37,7.41000000000001,6.92,92,7.26,0.110000000000005
2010-03-19,74.98,75.16,73.89,74.98,67.04,67.89,66.43,67.04,1.27,1.07575028104153,7.94,7.94,7.27,100,7.46,0.479999999999998
2010-03-22,74.17,74.88,74,74.46,66.49,67.2,66.32,66.97,0.980000000000004,1.06891097525285,7.48999999999999,7.94,7.31,29,7.5,-0.0100000000000051
2010-03-23,74.43,74.79,74.03,74.77,66.94,66.98,66.45,66.95,0.760000000000005,1.04684590559194,7.81999999999999,7.94,7.31,81,7.59,0.229999999999993
2010-03-24,74.27,74.5,73.78,73.93,66.57,66.86,66.23,66.5,0.989999999999995,1.04278548376394,7.43000000000001,7.94,7.37,11,7.61,-0.179999999999993
2010-03-25,74.4,74.62,73.69,73.8,66.81,66.92,66.24,66.3,0.930000000000007,1.0347293777808,7.5,7.94,7.43000000000001,14,7.64,-0.14
2010-03-26,74,74.88,73.82,74.43,66.44,66.88,66.17,66.54,1.08,1.0379629936536,7.89,7.89,7.43000000000001,100,7.63,0.260000000000001
2010-03-29,74.61,75.44,74.49,75.23,66.66,67.48,66.59,67.3,1.00999999999999,1.03596563696406,7.93000000000001,7.93000000000001,7.43000000000001,100,7.71,0.220000000000007
2010-03-30,75.27,75.5,74.96,75.3,67.19,67.3,66.79,67.05,0.540000000000006,1.00053952003805,8.25,8.25,7.43000000000001,100,7.8,0.45
2010-03-31,75.47,76.14,75.08,75.83,66.94,67.19,66.6,66.98,1.06,1.00478669717819,8.84999999999999,8.84999999999999,7.5,100,8.08,0.769999999999994
2010-04-01,76.4,77.13,76.34,76.69,67.27,67.8,67.19,67.61,1.3,1.02587336166547,9.08,9.08,7.89,100,8.4,0.679999999999998
2010-04-05,76.97,77.75,76.73,77.66,67.84,68.36,67.72,68.19,1.06,1.02831097868936,9.47,9.47,7.93000000000001,100,8.72,0.749999999999998
2010-04-06,77.57,78,77.2,77.88,67.99,68.35,67.8,67.9,0.799999999999997,1.01200305164012,9.97999999999999,9.97999999999999,8.25,100,9.13,0.849999999999989
2010-04-07,77.67,77.83,76.96,77.37,67.83,67.85,66.97,67.34,0.920000000000002,1.0054314050944,10.03,10.03,8.84999999999999,100,9.48,0.550000000000001
2010-04-08,76.93,78,76.63,77.66,67.01,68.22,66.85,67.86,1.37,1.03147201901623,9.8,10.03,9.08,76,9.67,0.129999999999997
2010-04-09,78.04,79.62,78,79.5,68.11,68.98,68.07,68.76,1.96000000000001,1.09779544622935,10.74,10.74,9.47,100,10,0.739999999999995
2010-04-12,79.5,80.8,79.37,80.43,68.8,69.05,68.58,68.71,1.42999999999999,1.12152434292726,11.72,11.72,9.8,100,10.45,1.27000000000001
2010-04-13,80.42,80.57,79.27,80.21,68.47,68.76,68.07,68.66,1.3,1.13427260414674,11.55,11.72,9.8,91,10.77,0.779999999999998
2010-04-14,80.46,80.61,80.03,80.58,68.72,68.82,68.36,68.61,0.579999999999998,1.09468170385054,11.97,11.97,9.8,100,11.16,0.809999999999999
2010-04-15,80.61,81.76,80.51,81.59,68.5,68.72,68.15,68.26,1.25,1.10577586786122,13.33,13.33,10.74,100,11.86,1.47
2010-04-16,81.46,81.9,80.28,80.75,68.12,68.7,67.71,67.93,1.62,1.14250616301399,12.82,13.33,11.55,71,12.28,0.539999999999994
2010-04-19,80.25,81.5,80.05,81.32,67.75,68.44,67.57,68.23,1.45,1.16447000851299,13.09,13.33,11.55,87,12.55,0.539999999999988
2010-04-20,81.82,82.36,81.66,82.05,68.62,69.22,68.5,68.97,1.04000000000001,1.15557929361921,13.08,13.33,11.97,82,12.86,0.219999999999999
2010-04-21,82.3,82.67,81.24,81.92,69,69.43,68.57,68.92,1.43000000000001,1.17518077264641,13,13.33,12.82,35,13.06,-0.0600000000000005
2010-04-22,81.11,81.45,80.64,81.2,68.52,68.73,68.22,68.56,1.28,1.18266786031452,12.64,13.09,12.64,0,12.93,-0.289999999999999
2010-04-23,81.04,82.77,80.95,82.67,68.5,69.27,68.18,69.24,1.81999999999999,1.22819158457777,13.43,13.43,12.64,100,13.05,0.380000000000006
2010-04-26,82.52,83.14,82.34,82.59,69.03,69.53,68.93,69.29,0.799999999999997,1.19760647139364,13.3,13.43,12.64,84,13.09,0.209999999999997
2010-04-27,82.08,82.51,80.07,80.23,69.01,70,68.2,68.27,2.52000000000001,1.29206315200838,11.96,13.43,11.96,0,12.87,-0.909999999999991
2010-04-28,80.62,80.92,79.85,80.62,68.87,69.54,68.61,69.19,1.07000000000001,1.2762014982935,11.43,13.43,11.43,0,12.55,-1.11999999999999
2010-04-29,81.19,82.99,81.19,82.29,68.45,69.66,68.24,68.66,2.36999999999999,1.3543299627011,13.63,13.63,11.43,100,12.75,0.88000000000001
2010-04-30,82.37,83.13,81.29,81.44,68.9,69.31,67.73,67.77,1.83999999999999,1.38902067965102,13.67,13.67,11.43,100,12.8,0.870000000000001
2010-05-03,81.96,83.41,81.33,82.83,68.11,68.22,67.18,67.84,2.08,1.43837634539024,14.99,14.99,11.43,100,13.14,1.84999999999999
2010-05-04,82.01,82.24,79.63,80.76,67.15,67.26,66,66.47,3.2,1.56420660643379,14.29,14.99,11.43,80,13.6,0.690000000000007
2010-05-05,79.69,80.73,79.45,80.19,65.94,66.94,65.83,66.17,1.31,1.54604899168852,14.02,14.99,13.63,29,14.12,-0.100000000000003
2010-05-06,79.41,80.21,71.5,77.2,65.79,66.23,58.46,63.89,8.70999999999999,2.05775977799648,13.31,14.99,13.31,0,14.06,-0.749999999999998
2010-05-07,77.22,78.61,76.41,77.1,64.5,64.92,63.23,63.7,2.2,2.06791979385388,13.4,14.99,13.31,5,14,-0.600000000000009
2010-05-10,79.37,80.56,78.53,79.89,65.42,65.75,64.52,65.23,3.46000000000001,2.16735409429289,14.66,14.66,13.31,100,13.94,0.719999999999997
2010-05-11,79.64,80.75,79.49,79.7,64.62,65,64.23,64.46,1.26000000000001,2.10254308755768,15.24,15.24,13.31,100,14.13,1.11000000000001
2010-05-12,79.77,80.46,79.36,80.06,64.64,65.34,64.5,64.91,1.09999999999999,2.03093286701785,15.15,15.24,13.31,95,14.35,0.800000000000006
2010-05-13,79.8,80.06,78.75,78.92,64.87,65.27,64.32,64.74,1.31,1.97943766223086,14.18,15.24,13.4,42,14.53,-0.349999999999993
2010-05-14,78.42,78.49,76.98,77.83,64.5,64.73,62.91,63.6,1.94,1.97662068635723,14.23,15.24,14.18,5,14.69,-0.460000000000003
2010-05-17,77.39,77.95,75.95,77.73,63.74,63.88,62.26,63.27,2,1.97829063733171,14.46,15.24,14.18,26,14.65,-0.19
2010-05-18,78.31,78.67,76.39,76.85,64.05,64.27,62.42,62.79,2.28,1.99984130609373,14.06,15.15,14.06,0,14.42,-0.360000000000005
2010-05-19,76.35,77,75.54,76.6,62.46,62.94,62,62.45,1.45999999999999,1.96128121280132,14.15,14.46,14.06,22,14.22,-0.0700000000000092
2010-05-20,75.04,75.4,73.53,73.6,61.47,61.68,60.21,60.33,3.06999999999999,2.04047541188694,13.27,14.46,13.27,0,14.03,-0.760000000000003
2010-05-21,72.35,74.65,72,74.48,59.16,60.95,59.16,60.88,2.65000000000001,2.08401288246644,13.6,14.46,13.27,28,13.91,-0.309999999999999
2010-05-24,74.22,74.38,73.31,73.44,60.74,61,60.13,60.19,1.17,2.01872624800456,13.25,14.15,13.25,0,13.67,-0.42
2010-05-25,71.74,72.69,70.8,72.57,58.99,59.78,58.46,59.71,2.64,2.06310294457566,12.86,14.15,12.86,0,13.43,-0.570000000000007
2010-05-26,73.19,73.5,71.44,71.55,60.08,60.46,59.12,59.31,2.06,2.0628813056774,12.24,13.6,12.24,0,13.04,-0.800000000000004
2010-05-27,73.13,74.36,72.3,74.36,60.5,61.55,60.1,61.46,2.81,2.11624692670044,12.9,13.6,12.24,49,12.97,-0.0700000000000021
2010-05-28,74,74.4,73.04,73.87,61.21,61.67,60.28,60.46,1.36,2.06222928907898,13.41,13.41,12.24,100,12.93,0.480000000000004
2010-06-01,73.56,74.52,72.29,72.29,60.38,60.86,59.14,59.25,2.22999999999999,2.07421291128762,13.04,13.41,12.24,68,12.89,0.150000000000006
2010-06-02,72.66,74.13,72.12,74.13,59.51,60.8,59.23,60.77,2.00999999999999,2.06962627476708,13.36,13.41,12.24,96,12.99,0.369999999999992
2010-06-03,74.66,74.75,73.14,73.91,61.23,62.01,60.6,61.56,1.61,2.03679582656943,12.35,13.41,12.35,0,13.01,-0.660000000000005
2010-06-04,72.15,72.71,70.8,71.28,60.74,61.05,59.29,59.53,3.11,2.11345326752876,11.75,13.41,11.75,0,12.78,-1.03
2010-06-07,71.66,72.49,71.19,71.35,59.98,60.41,59.2,59.3,1.3,2.05534946270527,12.05,13.36,11.75,19,12.51,-0.460000000000003
2010-06-08,71.68,71.73,69.82,71.02,59.62,61.44,59.38,61.24,1.91000000000001,2.04496735822633,9.77999999999999,13.36,9.77999999999999,0,11.86,-2.08000000000001
2010-06-09,71.17,72.39,70.6,70.79,61.58,61.6,59.82,60.03,1.79000000000001,2.0267554040673,10.76,12.35,9.77999999999999,38,11.34,-0.579999999999995
2010-06-10,72.87,74.17,72.69,74.17,61.5,62,61.16,61.89,3.38,2.12341573234821,12.28,12.28,9.77999999999999,100,11.32,0.960000000000001
2010-06-11,73.48,74.06,72.79,74.06,61.68,61.92,61.18,61.86,1.38,2.07031460860905,12.2,12.28,9.77999999999999,97,11.41,0.790000000000003
2010-06-14,74.23,75.54,74.16,74.18,62.06,62.46,61.32,61.37,1.48,2.02814927942269,12.81,12.81,9.77999999999999,100,11.57,1.24000000000001
2010-06-15,74.57,75.26,74.18,75.23,61.89,62.57,61.49,62.51,1.08,1.9604243308925,12.72,12.81,10.76,96,12.15,0.570000000000006
2010-06-16,74.61,75.39,74.45,74.95,61.97,62.62,61.9,62.51,0.939999999999998,1.88753687868589,12.44,12.81,12.2,39,12.49,-0.0499999999999954
2010-06-17,75.02,75.49,74.2,75.32,62.42,62.7,61.95,62.6,1.28999999999999,1.84485567306547,12.72,12.81,12.2,85,12.58,0.139999999999992
2010-06-18,75.47,75.75,74.9,75.52,62.78,63.37,62.4,63.1,0.849999999999994,1.77379455356079,12.42,12.81,12.42,0,12.62,-0.200000000000005
2010-06-21,76.81,77.25,75.29,75.72,64.1,64.5,62.85,63.13,1.95999999999999,1.78709494259216,12.59,12.72,12.42,57,12.58,0.00999999999999623
2010-06-22,75.45,75.72,73.88,74,63.13,63.2,61.79,61.94,1.84,1.79087387526415,12.06,12.72,12.06,0,12.45,-0.389999999999997
2010-06-23,73.84,73.9,72.15,72.26,61.71,62.26,60.9,61.1,1.84999999999999,1.79509716988814,11.16,12.72,11.16,0,12.19,-1.03
2010-06-24,71.8,72.13,70.7,70.83,60.82,61.2,59.87,60.07,1.56,1.77830451489613,10.76,12.59,10.76,0,11.8,-1.04
2010-06-25,71.13,71.13,69.88,70.06,60.15,60.24,59.1,59.1,1.25,1.74056847811784,10.96,12.59,10.76,11,11.51,-0.549999999999999
2010-06-28,70.56,70.57,69.63,69.96,59.31,59.39,58.47,58.47,0.939999999999998,1.68338501539513,11.49,12.06,10.76,56,11.29,0.199999999999996
2010-06-29,69.2,69.39,68,68.36,58,58.09,57,57.29,1.95999999999999,1.7031432285812,11.07,11.49,10.76,42,11.09,-0.0199999999999996
2010-06-30,68.22,69.06,67.8,67.86,57.33,57.73,56.92,57.07,1.26000000000001,1.6714901408254,10.79,11.49,10.76,4,11.01,-0.220000000000001
2010-07-01,68.19,68.3,66.83,67.48,56.98,57.27,56.17,56.61,1.47,1.6570979879093,10.87,11.49,10.79,11,11.04,-0.169999999999995
2010-07-02,67.79,68.15,66.87,67.31,56.85,56.99,55.94,56.57,1.28,1.63016241734435,10.74,11.49,10.74,0,10.99,-0.249999999999998
2010-07-06,68.28,68.32,66.86,67.56,57.17,57.59,56.77,57.46,1.45999999999999,1.61800795896261,10.1,11.07,10.1,0,10.71,-0.609999999999999
2010-07-07,67.82,69.5,67.49,69.45,57.37,58.45,57.26,58.43,2.01000000000001,1.64600739046528,11.02,11.02,10.1,100,10.7,0.320000000000004
2010-07-08,70.18,70.69,69.21,70.41,59.13,59.2,58.13,58.81,1.48,1.63414971971776,11.6,11.6,10.1,100,10.87,0.729999999999995
2010-07-09,70.46,72,70.05,71.84,58.76,59.01,58.3,58.78,1.95,1.65671045402363,13.06,13.06,10.1,100,11.3,1.76
2010-07-12,71.53,72.13,71.35,71.85,58.29,58.94,58.2,58.94,0.780000000000001,1.59408827873623,12.91,13.06,10.1,95,11.74,1.17
2010-07-13,72.99,73.58,72.5,73.23,59.6,59.72,59.04,59.42,1.73,1.6037962588265,13.81,13.81,11.02,100,12.48,1.33
2010-07-14,73.01,73.12,72.35,73.05,59.22,59.34,58.62,59.26,0.88000000000001,1.55209652605318,13.79,13.81,11.6,99,13.03,0.76
2010-07-15,73.23,73.23,72.16,73.04,59.36,59.49,58.59,59.27,1.07000000000001,1.51766105990653,13.77,13.81,12.91,96,13.47,0.300000000000002
2010-07-16,72.65,72.84,71.25,71.5,58.84,59.11,57.81,57.96,1.79000000000001,1.53711384134177,13.54,13.81,12.91,70,13.56,-0.0200000000000014
2010-07-19,71.84,72.3,71.49,72,58.33,58.74,58.1,58.43,0.810000000000002,1.48517713838879,13.57,13.81,13.54,11,13.7,-0.129999999999999
2010-07-20,71,73.21,70.96,73.1,57.68,58.99,57.67,58.95,2.25,1.53980734278959,14.15,14.15,13.54,100,13.76,0.389999999999992
2010-07-21,73.33,73.55,71.57,72.17,59.13,59.13,57.6,58.17,1.98,1.57124967544748,14,14.15,13.54,75,13.81,0.19
2010-07-22,72.8,74,72.58,73.44,58.71,59.79,58.66,59.38,1.83,1.58973184148694,14.06,14.15,13.54,85,13.86,0.199999999999996
2010-07-23,73.28,73.55,72.67,73.52,59.26,59.81,58.8,59.72,0.879999999999995,1.53903670995216,13.8,14.15,13.57,40,13.92,-0.120000000000003
2010-07-26,73.82,74.62,73.41,74.62,59.7,60.44,59.63,60.39,1.21000000000001,1.51553408781272,14.23,14.23,13.8,100,14.05,0.180000000000003
2010-07-27,74.86,75.43,74.5,75.3,60.62,60.9,60.39,60.81,0.930000000000007,1.47371022439753,14.49,14.49,13.8,100,14.12,0.369999999999996
2010-07-28,75.13,75.66,75.01,75.56,60.73,61.27,60.73,60.91,0.649999999999991,1.4148737797977,14.65,14.65,13.8,100,14.25,0.400000000000006
2010-07-29,75.89,76.37,75.28,76.02,61.42,61.88,60.29,60.34,1.09,1.39166850981215,15.68,15.68,13.8,100,14.57,1.10999999999999
2010-07-30,75.15,76.37,74.89,76.21,60.15,60.51,59.6,59.68,1.48,1.39797790196843,16.53,16.53,14.23,100,15.12,1.40999999999999
2010-08-02,77.62,78.33,77.32,77.8,60.64,62.04,60.61,61.94,2.12,1.44955090897068,15.86,16.53,14.49,67,15.44,0.42
2010-08-03,77.92,79.12,77.81,78.66,61.98,62.99,61.88,62.72,1.32000000000001,1.44029727261564,15.94,16.53,14.65,69,15.73,0.209999999999997
2010-08-04,78.78,79.1,78.23,79.02,62.86,62.89,62.27,62.72,0.86999999999999,1.39956175314309,16.3,16.53,15.68,73,16.06,0.239999999999998
2010-08-05,78.51,79.19,78.24,79.07,62.28,62.71,61.85,62.71,0.950000000000003,1.36745019934716,16.36,16.53,15.86,75,16.2,0.159999999999993
2010-08-06,78.23,79.02,77.81,78.73,61.92,62.5,61.25,61.97,1.25999999999999,1.35977518510807,16.76,16.76,15.86,100,16.24,0.520000000000007
2010-08-09,79.3,79.43,78.87,79.29,62.56,62.67,62.18,62.45,0.700000000000003,1.31264838617178,16.84,16.84,15.94,100,16.44,0.400000000000002
2010-08-10,78.54,79.48,78.15,79.04,61.85,62.17,61.45,61.93,1.33,1.31388778715951,17.11,17.11,16.3,100,16.67,0.440000000000005
2010-08-11,77.97,77.98,77.02,77.13,60.55,60.66,60.2,60.39,2.02000000000001,1.36432437379098,16.74,17.11,16.36,51,16.76,-0.0200000000000067
2010-08-12,76.41,77.78,76.2,77.07,59.7,60.56,59.56,60.23,1.58,1.37972977566305,16.84,17.11,16.74,27,16.86,-0.0200000000000031
2010-08-13,77.04,77.77,76.91,77.4,59.96,60.45,59.8,59.91,0.859999999999999,1.34260622025855,17.49,17.49,16.74,100,17,0.490000000000009
2010-08-16,77.11,77.83,76.37,77.71,59.6,60.25,59.25,59.88,1.45999999999999,1.35099149024008,17.83,17.83,16.74,100,17.2,0.629999999999992
2010-08-17,77.57,78.08,77.08,77.77,60.49,61.16,60.14,60.82,1,1.32592066950864,16.95,17.83,16.74,19,17.17,-0.220000000000006
2010-08-18,77.61,77.73,76.54,77.04,60.67,60.72,59.63,60.15,1.22999999999999,1.31906919311517,16.89,17.83,16.84,5,17.2,-0.309999999999992
2010-08-19,76.72,76.82,75.5,75.84,59.93,60.06,58.9,59.29,1.54000000000001,1.33484996503551,16.55,17.83,16.55,0,17.14,-0.589999999999996
2010-08-20,75.46,75.56,74.55,75.05,59.02,59.07,58.55,58.89,1.29000000000001,1.33164639610441,16.16,17.83,16.16,0,16.88,-0.720000000000002
2010-08-23,75.34,75.99,75.05,75.05,58.97,60.05,58.9,59.5,0.939999999999998,1.30367165352552,15.55,16.95,15.55,0,16.42,-0.870000000000005
2010-08-24,74.27,74.9,73.62,73.78,58.96,59.45,58.79,58.94,1.42999999999999,1.31269510684513,14.84,16.89,14.84,0,16,-1.16
2010-08-25,73.32,74.3,72.57,74.07,58.69,59.4,58.42,58.91,1.73,1.34250259921333,15.16,16.55,14.84,19,15.65,-0.490000000000004
2010-08-26,74.37,74.38,73.1,73.33,59.36,59.5,58.33,58.48,1.28,1.33803812784095,14.85,16.16,14.84,1,15.31,-0.459999999999999
2010-08-27,73.89,75.04,72.93,74.93,58.72,59.96,58.05,59.8,2.11,1.3931782615666,15.13,15.55,14.84,41,15.11,0.0200000000000102
2010-08-30,74.63,74.8,73.78,73.78,59.56,59.9,58.96,59,1.15000000000001,1.37580838574041,14.78,15.16,14.78,0,14.95,-0.169999999999998
2010-08-31,73.51,74.53,73.23,74.08,58.75,59.54,58.5,59.11,1.3,1.37039350104467,14.97,15.16,14.78,50,14.98,-0.0100000000000016
2010-09-01,75.36,76.91,75.24,76.77,60.04,60.96,59.72,60.91,2.83,1.47465110811291,15.86,15.86,14.78,100,15.12,0.74
2010-09-02,76.75,77.48,76.47,77.45,60.49,61.06,60.37,61.06,1.01000000000001,1.4414617432477,16.39,16.39,14.78,100,15.43,0.960000000000001
2010-09-03,77.39,78,77.39,78,61.2,61.6,60.75,61.32,0.609999999999999,1.38207161873001,16.68,16.68,14.78,100,15.74,0.94
2010-09-07,77.68,77.91,76.97,77.05,60.89,61.07,60.45,60.55,1.03,1.35692364596358,16.5,16.68,14.97,89,16.08,0.420000000000002
2010-09-08,77.16,77.88,77.07,77.25,60.66,61.26,60.63,60.75,0.829999999999998,1.31928624268046,16.5,16.68,15.86,78,16.39,0.109999999999999
